HM_WT,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S,ratio_MG_CAC2,ratio_MG_CAC2_INJ_TIME,gm_CAC2_MG,gm_MG_CAC2_INJ_TIME,rate_of_injection_CAC2,rate_of_injection_MG,Target_S_0.003,Target_S_0.005,Target_S_0.008,Target_S_0.01,Target_S_0.012
0.5340161892036126,0.6147199866140799,0.6406754658905882,0.7507563822483524,0.7334536084366388,0.30123223133494603,0.7320158441346055,0.7205526093895097,0.48231721427460783,0.3953310403566862,1.0,0.3859493462660212,0.6663006708166348,1.0,0.42155838202741813,0.5985115137801881,0.6588435495082801,0.27197663854649223,0.0,1.0,0.0,0.0,0.0
0.5660624904128831,0.5553022448376903,0.6406754658905882,0.1778587748911714,0.18934801240556248,0.2043708465971013,0.6477592873597864,0.5873655192851841,0.5083546111597006,0.5404627506330291,1.0,0.735413308014629,0.4277024488728458,0.7564506723518076,0.28822736592425285,0.6858181816919247,0.2967792325152544,0.15644052139497056,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.595369678961958,0.47703224120077725,0.0560899435730145,0.20587638657311674,0.15463413697678796,0.7037894285116012,0.6927460654394131,0.5536431698395502,0.3953310403566862,1.0,0.6418147906087139,0.6486098295728248,1.0,0.38352571363905674,0.5985115137801881,0.6201523054523082,0.24382030162805146,0.0,1.0,0.0,0.0,0.0
0.7863704338833987,0.5133376218323857,0.37346983880902096,0.2784441625032472,0.33419814149096283,0.2043708465971013,0.5755352740019752,0.5873655192851841,0.5278069607334851,0.3953310403566862,0.5499546350043463,0.5269556520041888,0.6335994730893502,0.591807170860388,0.25608776034221936,0.4417893146502364,0.48394465647250895,0.426695596317012,0.0,1.0,0.0,0.0,0.0
0.46947798988374423,0.4693820639820901,0.42471165796181615,0.28007750063896775,0.33419814149096283,0.25323146005912606,0.42402907374452903,0.5873655192851841,0.26976441477579705,0.3953310403566862,0.5499546350043463,0.6910043947325144,0.9382180045653952,0.591807170860388,0.20897749283212208,0.4417893146502364,0.38131579410803607,0.426695596317012,0.0,1.0,0.0,0.0,0.0
0.46947798988374423,0.5133376218323857,0.7555541202982562,0.5908201969998165,0.5712807583857381,0.25323146005912606,0.5755352740019752,0.5873655192851841,0.5857784732953577,0.3953310403566862,0.5499546350043463,0.3859493462660212,0.6335994730893502,0.591807170860388,0.25608776034221936,0.4417893146502364,0.48394465647250895,0.426695596317012,0.0,1.0,0.0,0.0,0.0
0.33857382210754844,0.44662707611531977,0.9369943412552334,0.3518463671127879,0.44101047835365675,0.3947176858192334,0.3018265242611032,0.3317989273786052,0.5921843351276576,0.21898893663416255,0.5499546350043463,0.5873243307212798,0.48305949049649555,0.8482523904264105,0.08691680293206752,0.3367084035925951,0.6119709250111184,0.2996746829617455,0.0,1.0,0.0,0.0,0.0
0.6927984919188324,0.44662707611531977,0.9369943412552334,0.44962676861491757,0.48529430247349953,0.3483890976233266,0.4991538530420585,0.5412935991168252,0.35703899960631946,0.5404627506330291,0.5499546350043463,0.30381015043648707,0.6569135636881005,0.38331136658721376,0.2063623797257963,0.5332325011518462,0.1628109175288842,0.39581640290606024,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.42333699886836307,0.9369943412552334,0.43642906865232034,0.4558692826516054,0.3947176858192334,0.7229829448658387,0.6618206193997163,0.49903146251168273,0.6620542238285942,0.5499546350043463,0.3859493462660212,0.4324410818396727,0.2103982120557938,0.37456710332997983,0.6138873345439838,0.15505404814908874,0.4868272258501454,0.0,1.0,0.0,0.0,0.0
0.6297172993619692,0.44662707611531977,0.8752672372224797,0.5121269399282763,0.4558692826516054,0.30123223133494603,0.5203327871722848,0.41906949970075147,0.49903146251168273,0.5404627506330291,1.0,0.5269556520041888,0.31407506052946743,0.7564506723518076,0.16505489251886118,0.6858181816919247,0.17822156040181314,0.06431873478952621,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.42333699886836307,1.0,0.39533339023205394,0.44101047835365675,0.30123223133494603,0.34210088085709195,0.48649059503622233,0.8058786511699694,0.21898893663416255,0.5499546350043463,0.7755102120960518,0.7483864004381707,0.8482523904264105,0.14418206958081708,0.3367084035925951,0.626667101027035,0.3643679008600724,0.0,1.0,0.0,0.0,0.0
0.6613288519336735,0.6147199866140799,0.47703224120077725,0.5000733580682213,0.4558692826516054,0.25323146005912606,0.708737166431997,0.6618206193997163,0.6748248268639342,0.5404627506330291,1.0,0.4600678373827711,0.49089756732401857,0.7564506723518076,0.36562863871670503,0.6858181816919247,0.3737355122139918,0.21518998853752086,0.0,1.0,0.0,0.0,0.0
0.4043349481314197,0.42333699886836307,0.5304522973860007,0.470245934186779,0.5712807583857381,0.3483890976233266,0.6281373323334924,0.5412935991168252,0.7438429755385682,0.5404627506330291,0.5499546350043463,0.3859493462660212,0.34378589946027016,0.38331136658721376,0.25588723181441875,0.5332325011518462,0.2751671436860529,0.39581640290606024,0.0,1.0,0.0,0.0,0.0
0.9092322883398933,0.4693820639820901,0.5304522973860007,0.7058333497574819,0.5712807583857381,0.30123223133494603,0.5099446760763606,0.41906949970075147,0.5729455892600512,0.3953310403566862,1.0,0.5873243307212798,0.33502677255536806,1.0,0.16163500791555463,0.5985115137801881,0.4334296719244084,0.06431873478952621,0.0,1.0,0.0,0.0,0.0
0.6927984919188324,0.42333699886836307,0.6406754658905882,0.46770134451349943,0.5287112844025204,0.3947176858192334,0.4093600672514929,0.41906949970075147,0.6368290587928659,0.3953310403566862,1.0,0.4600678373827711,0.5062723006821052,1.0,0.13378874129634008,0.5985115137801881,0.3737355122139918,0.06431873478952621,0.0,1.0,0.0,0.0,0.0
0.3054572142643257,0.5345628308826204,0.42471165796181615,0.9151019827702133,0.9542868171029116,0.30123223133494603,0.6141623578013607,0.5412935991168252,0.9580963171612102,0.5404627506330291,0.5499546350043463,0.5873243307212798,0.38430120665844847,0.38331136658721376,0.24944553196003522,0.5332325011518462,0.26060488864575604,0.39581640290606024,0.0,1.0,0.0,0.0,0.0
0.4043349481314197,0.4693820639820901,0.47703224120077725,0.8759363928224918,0.8834927578310555,0.25323146005912606,0.5400049332993327,0.41906949970075147,0.49903146251168273,0.5404627506330291,1.0,0.4600678373827711,0.2724665655134244,0.7564506723518076,0.17185508202692387,0.6858181816919247,0.19349641623034108,0.06431873478952621,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.5345628308826204,0.5304522973860007,0.5790777019494935,0.5991988983622676,0.25323146005912606,0.5993876963852024,0.5412935991168252,0.4888374171376109,0.5404627506330291,0.5499546350043463,0.5873243307212798,0.4251870813929014,0.38331136658721376,0.24295532567972972,0.5332325011518462,0.24591722116003412,0.39581640290606024,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.42333699886836307,0.814794944682572,0.8288287495962898,0.7592737628287527,0.2043708465971013,0.32263073329762343,0.41906949970075147,0.6685094545418534,0.3953310403566862,0.0,0.30381015043648707,0.6166900308747588,0.17167875238827685,0.11593036844759655,0.24014384084526127,0.3353093486858208,0.6688224075956426,0.0,1.0,0.0,0.0,0.0
0.7863704338833987,0.3994987141437341,0.7673048749215088,0.8355786166526501,0.8099233605832307,0.3483890976233266,0.16955871241830883,0.3317989273786052,0.6431789839342934,0.3953310403566862,0.5499546350043463,0.5873243307212798,0.5953806315326893,0.591807170860388,0.06850217475681217,0.4417893146502364,0.2880075146580361,0.2996746829617455,0.0,1.0,0.0,0.0,0.0
0.5018218846207528,0.5133376218323857,0.37346983880902096,0.6267567852457828,0.7464054751662651,0.3483890976233266,0.6068800346906078,0.5412935991168252,0.8550299090663791,0.5404627506330291,1.0,0.4600678373827711,0.4046975096115039,0.7564506723518076,0.24620653254678504,0.6858181816919247,0.25327684323537764,0.12628564019895766,0.0,1.0,0.0,0.0,0.0
0.5018218846207528,0.5133376218323857,0.5304522973860007,0.7846821213150383,0.7973832829506307,0.30123223133494603,0.5583548224045268,0.6270381173027404,0.7811444922937025,0.5404627506330291,0.5499546350043463,0.30381015043648707,0.8214329121873096,0.38331136658721376,0.27191466935860065,0.5332325011518462,0.20863745829124708,0.4570260483430942,0.0,1.0,0.0,0.0,0.0
0.8787163944407497,0.3994987141437341,0.27414142070852376,0.5251405020263513,0.5571839278571741,0.30123223133494603,0.2795033373009523,0.20865642066344187,0.5407393442111306,0.3953310403566862,1.0,0.5873243307212798,0.34745392756480553,1.0,0.057102830060503595,0.5985115137801881,0.3196889649780811,0.0,0.0,1.0,0.0,0.0,0.0
0.7553178563776891,0.4693820639820901,0.37346983880902096,0.38967728155479103,0.4706303125408723,0.3483890976233266,0.6477592873597864,0.48649059503622233,0.5665185414308296,0.5404627506330291,0.5499546350043463,0.5873243307212798,0.13840002990878053,0.38331136658721376,0.24207267904171273,0.5332325011518462,0.2967792325152544,0.3643679008600724,0.0,1.0,0.0,0.0,0.0
0.33857382210754844,0.5553022448376903,0.47703224120077725,0.42298513113302394,0.4558692826516054,0.2043708465971013,0.6348484201855478,0.5873655192851841,0.6621871964885694,0.3953310403566862,0.0,0.5873243307212798,0.46814076790695813,0.17167875238827685,0.2818952570673893,0.24014384084526127,0.5398203064093278,0.765649671814565,0.0,1.0,0.0,0.0,0.0
0.4369828913974664,0.4693820639820901,0.47703224120077725,0.841570112055662,0.8470626448118703,0.3947176858192334,0.4991538530420585,0.48649059503622233,0.4888374171376109,0.5404627506330291,1.0,0.4600678373827711,0.5072008158139102,0.7564506723518076,0.1826126093087935,0.6858181816919247,0.1628109175288842,0.09558519406200316,0.0,1.0,0.0,0.0,0.0
0.46947798988374423,0.595369678961958,0.37346983880902096,0.5769188193840958,0.48529430247349953,0.25323146005912606,0.6935728780363509,0.6618206193997163,0.6685094545418534,0.5404627506330291,0.0,0.6418147906087139,0.5501190594758698,0.0,0.3565935185377645,0.3367084035925951,0.3530950287199788,0.8272957762831812,0.0,1.0,0.0,0.0,0.0
0.5340161892036126,0.6878125550500036,0.17888829418698876,0.38254673478118284,0.22229434209712506,0.25323146005912606,0.7407056503754869,0.6618206193997163,0.611359752963686,0.6620542238285942,1.0,0.900623171088297,0.35566399353846,0.5541249409037741,0.38633783878370537,0.7627610065412727,0.18309637590946115,0.21518998853752086,0.0,0.0,1.0,0.0,0.0
0.7863704338833987,0.6878125550500036,0.6975218145730022,0.37679343080998884,0.3805826077367328,0.44023331884535516,0.7275437240196573,0.7205526093895097,0.4298931834562668,0.5404627506330291,0.5499546350043463,0.8739477876778279,0.6859528375067294,0.38331136658721376,0.41864330934129396,0.5332325011518462,0.40086432073862777,0.5449145800597722,0.0,0.0,1.0,0.0,0.0
0.5660624904128831,0.6878125550500036,0.6975218145730022,0.456135176051067,0.3958399802532745,0.30123223133494603,0.7275437240196573,0.6618206193997163,0.22223327186116132,0.5404627506330291,0.0,0.6910043947325144,0.4131230605748659,0.0,0.3775254282190343,0.3367084035925951,0.40086432073862777,0.8272957762831812,0.0,0.0,1.0,0.0,0.0
0.5660624904128831,0.7050589648527212,0.5849928946344575,0.3518463671127879,0.30275706118554535,0.25323146005912606,0.7449287699327306,0.6927460654394131,0.547194820255867,0.6620542238285942,1.0,0.7755102120960518,0.4728301597507012,0.5541249409037741,0.4100027516403662,0.7627610065412727,0.1900366785063019,0.24382030162805146,0.0,0.0,1.0,0.0,0.0
0.5660624904128831,0.7383868809332417,0.6975218145730022,0.44962676861491757,0.4558692826516054,0.30123223133494603,0.5493349561979314,0.5412935991168252,0.4298931834562668,0.5404627506330291,0.5499546350043463,0.900623171088297,0.5501190594758698,0.38331136658721376,0.22318709016405758,0.5332325011518462,0.2010835422202094,0.39581640290606024,0.0,0.0,1.0,0.0,0.0
0.3715324909806313,0.5755674331338658,0.814794944682572,0.5332909760977183,0.542994335900301,0.3483890976233266,0.5493349561979314,0.48649059503622233,0.5729455892600512,0.5404627506330291,0.5499546350043463,0.6910043947325144,0.4016538665696158,0.38331136658721376,0.19954042094360064,0.5332325011518462,0.2010835422202094,0.3643679008600724,0.0,0.0,1.0,0.0,0.0
0.5660624904128831,0.6147199866140799,0.6975218145730022,0.5897617988864279,0.542994335900301,0.25323146005912606,0.5400049332993327,0.5873655192851841,0.6495219736166945,0.5404627506330291,0.5499546350043463,0.6910043947325144,0.7186231662907099,0.38331136658721376,0.2428874618084643,0.5332325011518462,0.19349641623034108,0.426695596317012,0.0,0.0,1.0,0.0,0.0
0.5018218846207528,0.6878125550500036,0.27414142070852376,0.6405508888795461,0.5852855197384531,0.3483890976233266,0.7320158441346055,0.6618206193997163,0.6748248268639342,0.5404627506330291,0.0,0.3859493462660212,0.3938878886419378,0.0,0.38047328216641685,0.3367084035925951,0.4075778068108026,0.8272957762831812,0.0,0.0,1.0,0.0,0.0
0.8480683429987221,0.6336290886349942,0.17888829418698876,0.631720193070909,0.6403975163777961,0.30123223133494603,0.6659561500698584,0.5873655192851841,0.6368290587928659,0.5404627506330291,0.5499546350043463,0.5269556520041888,0.367719871524006,0.38331136658721376,0.2976382443902367,0.5332325011518462,0.31811892652123125,0.426695596317012,0.0,0.0,1.0,0.0,0.0
0.3715324909806313,0.6878125550500036,0.32328642864388,0.6800735566448416,0.6940902994156182,0.3947176858192334,0.7183304381845236,0.6618206193997163,0.6748248268639342,0.6620542238285942,0.5499546350043463,0.5873243307212798,0.45184248276572075,0.2103982120557938,0.37159824137108755,0.6138873345439838,0.14797223929150954,0.4868272258501454,0.0,0.0,1.0,0.0,0.0
0.5340161892036126,0.6521074527835715,0.5304522973860007,0.7394716323377882,0.7592737628287527,0.3947176858192334,0.7183304381845236,0.6618206193997163,0.737602537617223,0.5404627506330291,0.0,0.5269556520041888,0.45184248276572075,0.0,0.37159824137108755,0.3367084035925951,0.38735526127734604,0.8272957762831812,0.0,0.0,1.0,0.0,0.0
0.5340161892036126,0.6701652888094356,0.47703224120077725,0.6197379612122965,0.6130215749526313,0.3483890976233266,0.7490741138794847,0.6618206193997163,0.7188406665311301,0.5404627506330291,0.5499546350043463,0.5873243307212798,0.3177652416012917,0.38331136658721376,0.3921612904432393,0.5332325011518462,0.4341623754007341,0.4868272258501454,0.0,0.0,1.0,0.0,0.0
0.46947798988374423,0.7219139928274082,0.17888829418698876,0.44962676861491757,0.48529430247349953,0.25323146005912606,0.7183304381845236,0.7205526093895097,0.7749443120804942,0.6620542238285942,0.5499546350043463,0.5873243307212798,0.7255092127944123,0.2103982120557938,0.4127820324176921,0.6138873345439838,0.14797223929150954,0.5449145800597722,0.0,0.0,1.0,0.0,0.0
0.3715324909806313,0.5133376218323857,0.42471165796181615,0.7345595996096133,0.7072966492157633,0.25323146005912606,0.476242468229814,0.3317989273786052,0.5083546111597006,0.3953310403566862,0.5499546350043463,0.6910043947325144,0.2454011494914568,0.591807170860388,0.1261457572123616,0.4417893146502364,0.41129579202124045,0.2996746829617455,0.0,0.0,1.0,0.0,0.0
0.5340161892036126,0.7383868809332417,0.32328642864388,0.21388963782516746,0.3185299380174335,0.15463413697678796,0.7229829448658387,0.6618206193997163,0.19490125133685732,0.5404627506330291,0.0,0.735413308014629,0.4324410818396727,0.0,0.37456710332997983,0.3367084035925951,0.3941235337812596,0.8272957762831812,0.0,0.0,1.0,0.0,0.0
0.8787163944407497,0.6521074527835715,0.5849928946344575,0.30101938499705905,0.36522369347823863,0.30123223133494603,0.7364022256668245,0.6927460654394131,0.39688922324340614,0.6620542238285942,0.5499546350043463,0.5873243307212798,0.5113099915966256,0.2103982120557938,0.40419170742992283,0.6138873345439838,0.1761281493213313,0.5161175726353601,0.0,0.0,1.0,0.0,0.0
0.33857382210754844,0.6336290886349942,0.47703224120077725,0.3967407618918264,0.4706303125408723,0.3483890976233266,0.5916742651147541,0.5873655192851841,0.6748248268639342,0.5404627506330291,0.5499546350043463,0.6418147906087139,0.5916689629283561,0.38331136658721376,0.26261277682308415,0.5332325011518462,0.2385257960675805,0.426695596317012,0.0,0.0,1.0,0.0,0.0
0.46947798988374423,0.6878125550500036,0.37346983880902096,0.3518463671127879,0.4558692826516054,0.25323146005912606,0.7320158441346055,0.6618206193997163,0.6811333258092109,0.5404627506330291,0.5499546350043463,0.5873243307212798,0.3938878886419378,0.38331136658721376,0.38047328216641685,0.5332325011518462,0.4075778068108026,0.4868272258501454,0.0,0.0,1.0,0.0,0.0
0.3715324909806313,0.49161475445770464,0.5304522973860007,0.5671113493984332,0.626754224507009,0.3483890976233266,0.3939191646225927,0.3317989273786052,0.7000177054645877,0.3953310403566862,0.0,0.4600678373827711,0.37346109782671355,0.17167875238827685,0.10496170571285823,0.24014384084526127,0.36612060050422307,0.6352928579413708,0.0,0.0,1.0,0.0,0.0
0.8787163944407497,0.6878125550500036,0.6406754658905882,0.4390881114648529,0.3958399802532745,0.30123223133494603,0.7364022256668245,0.6618206193997163,0.49903146251168273,0.5404627506330291,0.5499546350043463,0.7755102120960518,0.37473504013741776,0.38331136658721376,0.3834107307058765,0.5332325011518462,0.41426417493037665,0.4868272258501454,0.0,0.0,1.0,0.0,0.0
0.9092322883398933,0.7383868809332417,0.5304522973860007,0.5321327713909583,0.3805826077367328,0.25323146005912606,0.7649244467424081,0.7205526093895097,0.6049749622453564,0.3953310403566862,1.0,0.7755102120960518,0.5120391776901969,1.0,0.44451382717376464,0.5985115137801881,0.7089903113397701,0.27197663854649223,0.0,0.0,1.0,0.0,0.0
0.20514202847262875,0.6878125550500036,0.42471165796181615,0.4865626549038762,0.36522369347823863,0.2043708465971013,0.7867323080619781,0.7205526093895097,0.31691815760742814,0.5404627506330291,0.5499546350043463,0.735413308014629,0.3996860341565549,0.38331136658721376,0.4613173520269973,0.5332325011518462,0.4987994393707498,0.5449145800597722,0.0,0.0,1.0,0.0,0.0
0.6297172993619692,0.7544866444050209,0.47703224120077725,0.4147979877280312,0.3497624645726226,0.2043708465971013,0.776103799340202,0.7457859927820691,0.33032202717528597,0.5404627506330291,1.0,0.735413308014629,0.5878058391760222,0.7564506723518076,0.4725880354036934,0.6858181816919247,0.4796754184322168,0.2996746829617455,0.0,0.0,1.0,0.0,0.0
0.3054572142643257,0.7383868809332417,0.42471165796181615,0.2962342258344941,0.3497624645726226,0.2043708465971013,0.7407056503754869,0.6927460654394131,0.370352327283311,0.5404627506330291,0.5499546350043463,0.6910043947325144,0.4920291805425032,0.38331136658721376,0.40710233888023906,0.5332325011518462,0.42092360632186376,0.5161175726353601,0.0,0.0,1.0,0.0,0.0
0.3054572142643257,0.5553022448376903,0.37346983880902096,0.5413416531909907,0.5712807583857381,0.30123223133494603,0.34210088085709195,0.3317989273786052,0.630472185682596,0.3953310403566862,0.0,0.4600678373827711,0.43889892475740877,0.17167875238827685,0.09417839028034183,0.24014384084526127,0.3430654401566985,0.6352928579413708,0.0,0.0,1.0,0.0,0.0
0.5660624904128831,0.7383868809332417,0.32328642864388,0.5121269399282763,0.542994335900301,0.30123223133494603,0.7135829773190783,0.6618206193997163,0.1260186709130618,0.5404627506330291,0.5499546350043463,0.6418147906087139,0.4713277981541111,0.38331136658721376,0.3686187756127438,0.5332325011518462,0.38055931681570576,0.4868272258501454,0.0,0.0,1.0,0.0,0.0
0.33857382210754844,0.7219139928274082,0.27414142070852376,0.631720193070909,0.5287112844025204,0.2043708465971013,0.7490741138794847,0.7205526093895097,0.15366702243345576,0.5404627506330291,1.0,0.6910043947325144,0.5885199069164078,0.7564506723518076,0.4331164065637534,0.6858181816919247,0.4341623754007341,0.27197663854649223,0.0,0.0,1.0,0.0,0.0
0.33857382210754844,0.4693820639820901,0.32328642864388,0.5424836993618398,0.6403975163777961,0.30123223133494603,0.32263073329762343,0.20865642066344187,0.11214647160287189,0.3953310403566862,0.0,0.3859493462660212,0.3036361994262232,0.17167875238827685,0.06444152713018028,0.24014384084526127,0.3353093486858208,0.6010941624788159,0.0,0.0,1.0,0.0,0.0
0.5979623488177296,0.595369678961958,0.13274185602370786,0.46770134451349943,0.5143340693359565,0.15463413697678796,0.6773822031416671,0.5873655192851841,0.37699775037912503,0.3953310403566862,0.5499546350043463,0.5269556520041888,0.3281745201575995,0.591807170860388,0.30385485316122973,0.4417893146502364,0.5871707124766999,0.426695596317012,0.0,1.0,0.0,0.0,0.0
0.6613288519336735,0.6336290886349942,0.27414142070852376,0.5309725252263662,0.542994335900301,0.10400475384176971,0.6773822031416671,0.5873655192851841,0.31691815760742814,0.5404627506330291,0.5499546350043463,0.6910043947325144,0.3281745201575995,0.38331136658721376,0.30385485316122973,0.5332325011518462,0.3321968547530866,0.426695596317012,0.0,0.0,1.0,0.0,0.0
0.81728680587066,0.5553022448376903,0.32328642864388,0.37244965400114927,0.3958399802532745,0.25323146005912606,0.5837277748738978,0.5873655192851841,0.42330717689016434,0.3953310403566862,1.0,0.6418147906087139,0.6125863199679534,1.0,0.25935645936526575,0.5985115137801881,0.4910352823064096,0.15644052139497056,0.0,1.0,0.0,0.0,0.0
0.3715324909806313,0.7383868809332417,0.42471165796181615,0.2735246348615131,0.33419814149096283,0.25323146005912606,0.7867323080619781,0.7688610475526791,0.521330027215602,0.6620542238285942,0.5499546350043463,0.8117174443854641,0.6620240148424286,0.2103982120557938,0.5000223951523959,0.6138873345439838,0.26458877538837283,0.6010941624788159,0.0,0.0,1.0,0.0,0.0
0.7241276807395984,0.4693820639820901,0.42471165796181615,0.7935479710466815,0.82238288713171,0.3947176858192334,0.36039011801336407,0.3317989273786052,0.3436956036087144,0.3953310403566862,0.5499546350043463,0.2127729851006247,0.41698001997475653,0.591807170860388,0.09778726717504102,0.4417893146502364,0.3507858319273076,0.2996746829617455,0.0,0.0,1.0,0.0,0.0
0.4043349481314197,0.44662707611531977,0.37346983880902096,0.5401976039014952,0.5571839278571741,0.25323146005912606,0.2293411076034017,0.0,0.5857784732953577,0.3953310403566862,0.0,0.6418147906087139,0.23172385381372274,0.17167875238827685,0.022715356002609655,0.24014384084526127,0.303922447608176,0.5661986014289533,0.0,0.0,1.0,0.0,0.0
0.46947798988374423,0.5345628308826204,0.5304522973860007,0.46001170638505956,0.5712807583857381,0.3483890976233266,0.5916742651147541,0.5412935991168252,0.5018561023369442,0.3953310403566862,1.0,0.6418147906087139,0.44577055595069087,1.0,0.23969182953879892,0.5985115137801881,0.4980951376849784,0.12628564019895766,0.0,0.0,1.0,0.0,0.0
0.3054572142643257,0.7050589648527212,0.32328642864388,0.4243407818204857,0.4706303125408723,0.30123223133494603,0.761067106163909,0.7205526093895097,0.44304311372707855,0.5404627506330291,1.0,0.5269556520041888,0.5310392469583697,0.7564506723518076,0.44167931218513146,0.6858181816919247,0.4538229382021547,0.27197663854649223,0.0,0.0,1.0,0.0,0.0
0.20514202847262875,0.7219139928274082,0.42471165796181615,0.2518632488107525,0.33419814149096283,0.15463413697678796,0.7901605400021234,0.7205526093895097,0.31020482751935735,0.5404627506330291,1.0,0.735413308014629,0.3812305818853043,0.7564506723518076,0.46408455827199446,0.6858181816919247,0.5051244434843944,0.27197663854649223,0.0,0.0,1.0,0.0,0.0
0.7241276807395984,0.7219139928274082,0.27414142070852376,0.39533339023205394,0.33419814149096283,0.15463413697678796,0.8001225927496403,0.7457859927820691,0.014133118645980436,0.6620542238285942,0.5499546350043463,0.6910043947325144,0.45724663006945293,0.2103982120557938,0.4918542254046684,0.6138873345439838,0.2909122824530188,0.5732348516796145,0.0,0.0,1.0,0.0,0.0
